PMID,search_term,search_type
17430256,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17143175,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
16096787,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
15766818,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
11587165,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
11012557,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9331017,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9342579,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31041575,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30168004,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30159688,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30141180,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29606543,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24986793,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24854296,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24802860,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24752908,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20567999,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
18397683,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17580262,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17576300,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17518508,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
16361554,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
12443837,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
12231522,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
12162502,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
11550166,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
10430069,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
10389917,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9662243,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
8393097,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
33965177,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
33303685,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
33203665,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
33064988,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
33046870,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
33002543,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32915679,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32853585,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32631655,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32616557,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32601377,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32591433,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32503469,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32478814,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32343640,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32324435,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32277531,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32205463,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32192573,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
32106752,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31821549,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31634667,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31576433,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31563517,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31522271,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31513050,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31487218,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31455681,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31440238,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31432705,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31398081,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31306680,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31176752,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31109808,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31100038,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31048330,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31046547,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30718052,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30689736,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30642819,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30348216,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30316010,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30189044,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30172698,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30110194,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29802888,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29628312,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29570421,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29518553,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29229594,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29158363,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29106665,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29040030,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28923104,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28729151,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28678668,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28554253,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28434648,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27932067,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27928714,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27169994,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27765756,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27733243,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27354485,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27354481,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27269947,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27269741,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26873574,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26446948,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25897158,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25800770,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25482239,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24145345,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23724867,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23169436,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22658128,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22658127,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20516446,"((""Opdivo""or""Nivolumab""or""nivolumab"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30396779,"((""Xarelto""or""Rivaroxaban""or""rivaroxaban"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30192025,"((""Xarelto""or""Rivaroxaban""or""rivaroxaban"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29239000,"((""Xarelto""or""Rivaroxaban""or""rivaroxaban"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29106076,"((""Xarelto""or""Rivaroxaban""or""rivaroxaban"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28805299,"((""Xarelto""or""Rivaroxaban""or""rivaroxaban"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28121368,"((""Xarelto""or""Rivaroxaban""or""rivaroxaban"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23912563,"((""Xarelto""or""Rivaroxaban""or""rivaroxaban"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23458226,"((""Xarelto""or""Rivaroxaban""or""rivaroxaban"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23206451,"((""Xarelto""or""Rivaroxaban""or""rivaroxaban"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30883481,"((""Kybella""or""Deoxycholic acid""or""deoxycholic acid"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26091376,"((""Kybella""or""Deoxycholic acid""or""deoxycholic acid"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25738850,"((""Kybella""or""Deoxycholic acid""or""deoxycholic acid"") AND (Clinical Trial, Phase I [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
