PMID,search_term,search_type
25182544,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25119930,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24507377,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24201696,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24107737,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23690239,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23397155,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23370663,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22947355,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22932717,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22770926,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22672145,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22608107,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21784767,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21310077,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21163497,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20973869,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20883237,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20478035,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20439622,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
19576325,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
19339045,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
19250283,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
18514926,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
18328929,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
18328909,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17917503,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17893635,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17590217,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17430256,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17350856,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17324738,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17261434,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
16339819,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
16096787,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
15766818,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
15323064,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
15193678,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
12817109,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
11587165,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
11587163,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
11014323,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9740601,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9713427,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9698652,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9331017,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9312405,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9129851,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9679620,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
9404525,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
8690819,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
8706769,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
8681500,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
8745662,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
8538903,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
7606107,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
7850915,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
8223165,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
8357332,"((""Giapreza""or""Angiotensin II and LFPC-501""or""LJPC-501"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31721327,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31628490,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
31027883,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30379826,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
30159688,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
29167971,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28905271,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28671062,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
28436937,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
27525532,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26684933,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
26556736,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25786369,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25363733,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
25166719,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24885942,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
24794093,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23787544,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
23197234,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
22766223,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21742071,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
21691817,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
20567999,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
19918922,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
19056618,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
17576300,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
16361554,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
16030053,"((""Natpara""or""Parathyroid hormone""or""parathyroid hormone and  NPS"") AND (Clinical Trial, Phase II [pt]) AND (human [MeSH Terms])) NOT (Review [pt]) AND (1980:2020 [pdat])",drug
